City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,scarborough,54.2797,-0.4044,12.03,86,82,5.81,GB,1706896802
361,kodiak,57.79,-152.4072,-12.27,72,0,3.09,US,1706897041
362,segovia,41.1667,-4.0,10.24,68,24,2.01,ES,1706897041
363,al bayda',32.7627,21.7551,7.66,79,57,2.24,LY,1706897041
364,kalispell,48.1958,-114.3129,6.13,94,100,0.0,US,1706896826
365,ghatal,22.6667,87.7167,20.88,60,26,0.66,IN,1706897042
366,pariaman,-0.619,100.12,26.03,90,99,1.14,ID,1706897042
367,caleta de carquin,-11.0925,-77.6267,26.37,71,100,4.58,PE,1706897042
368,novodvinsk,64.4165,40.8122,-5.14,99,96,1.46,RU,1706897043
369,betio village,1.358,172.9211,29.02,80,85,7.7,KI,1706897043
370,nemuro,43.3236,145.575,-8.99,59,65,11.58,JP,1706896843
371,dolores,-36.3132,-57.6792,38.34,14,70,8.81,AR,1706897044
372,kutulik,53.3508,102.7839,-24.89,99,24,2.0,RU,1706897044
373,sur,22.5667,59.5289,24.85,75,4,7.41,OM,1706897044
374,naama,33.2667,-0.3167,14.63,30,0,3.66,DZ,1706897044
375,la huacana,18.9667,-101.8167,29.5,40,0,2.12,MX,1706897045
376,hilo,19.7297,-155.09,24.04,87,100,2.57,US,1706897045
377,calvinia,-31.4707,19.776,24.35,54,89,5.17,ZA,1706897046
378,sitangkai,4.6628,119.3928,26.95,81,93,4.57,PH,1706897046
379,port alfred,-33.5906,26.891,24.53,83,99,10.89,ZA,1706897046
380,ndende,-2.4008,11.3581,25.03,92,76,1.05,GA,1706897047
381,kailua-kona,19.6406,-155.9956,20.98,99,100,2.57,US,1706896770
382,meleuz,52.9667,55.9167,-4.55,97,98,2.75,RU,1706897047
383,inhambane,-23.865,35.3833,24.87,76,100,4.1,MZ,1706897047
384,vernon,50.2581,-119.2691,6.83,100,100,0.51,CA,1706896756
385,berezovyy,51.6667,135.7,-23.03,90,4,1.76,RU,1706897048
386,praya,14.9215,-23.5087,28.3,44,0,7.2,CV,1706896918
387,chowchilla,37.123,-120.2602,12.62,76,20,2.06,US,1706897048
388,salta,-24.7859,-65.4117,32.54,48,20,2.06,AR,1706897049
389,langfang,39.5097,116.6947,-2.46,44,100,0.14,CN,1706897049
390,saint-tropez,43.2693,6.6398,14.4,71,10,2.93,FR,1706897050
391,benghazi,32.1167,20.0667,15.32,54,22,2.86,LY,1706897050
392,tura,25.5198,90.2201,13.9,47,1,0.94,IN,1706897050
393,castillos,-34.1667,-53.8333,30.33,44,0,6.31,UY,1706897051
394,zhigalovo,54.8097,105.1578,-29.18,100,69,0.8,RU,1706897051
395,mejit,10.2753,170.8646,26.48,88,100,10.46,MH,1706897051
396,skagen,57.7209,10.5839,6.79,91,98,16.79,DK,1706897051
397,tongouson,5.0214,120.1328,26.92,82,100,4.06,PH,1706897052
398,kirakira,-10.4544,161.9205,26.8,87,61,2.57,SB,1706897052
399,greymouth,-42.4667,171.2,10.99,88,71,5.7,NZ,1706896845
400,iskitim,54.6366,83.3045,-8.45,87,100,5.42,RU,1706897053
401,suksun,57.1431,57.3949,-13.25,98,72,3.2,RU,1706897053
402,mizan teferi,6.9833,35.5833,18.76,82,49,0.38,ET,1706897053
403,mata-utu,-13.2816,-176.1745,28.05,79,100,10.93,WF,1706897054
404,khandyga,62.6667,135.6,-41.86,100,77,1.01,RU,1706897054
405,fort st. john,56.2499,-120.8529,-6.06,93,100,3.6,CA,1706897054
406,yakeshi,49.2833,120.7333,-37.16,100,66,0.93,CN,1706897054
407,pionerskiy,54.9508,20.2275,3.97,97,100,11.69,RU,1706897054
408,sheboygan,43.7333,-87.9334,1.99,84,43,1.34,US,1706896989
409,chegdomyn,51.1167,133.0167,-33.39,100,11,0.81,RU,1706897055
410,paoua,7.2427,16.4406,26.76,19,12,1.79,CF,1706897055
411,nadym,65.5333,72.5167,-13.97,92,100,6.15,RU,1706897056
412,merizo village,13.2658,144.6691,26.31,83,13,9.15,GU,1706897056
413,baglung,28.2719,83.5898,7.15,47,14,2.59,NP,1706897056
414,yamada,39.4667,141.95,-1.14,57,16,5.14,JP,1706897056
415,santana,-0.0583,-51.1817,31.1,66,75,3.09,BR,1706897057
416,tari,12.4086,4.4914,27.35,13,35,4.56,NG,1706897057
417,bijawar,24.6333,79.5,16.17,55,0,2.24,IN,1706897057
418,itoman,26.1247,127.6694,20.01,88,35,1.54,JP,1706897058
419,palmer,42.1584,-72.3287,5.92,71,91,0.89,US,1706897058
420,umm kaddadah,13.6017,26.6876,17.16,15,35,5.41,SD,1706897058
421,icheu,7.7067,6.7718,32.75,16,91,1.72,NG,1706897058
422,huicungo,-7.2833,-76.8,30.14,74,40,2.57,PE,1706897059
423,kerekegyhaza,46.9372,19.4781,4.86,76,51,3.59,HU,1706897059
424,haiku-pauwela,20.9219,-156.3051,21.13,91,100,3.6,US,1706897059
425,brokopondo,4.75,-55.1667,29.24,47,100,0.94,SR,1706896934
426,ar raqqah,35.95,39.0167,9.09,57,3,1.56,SY,1706897060
427,degache,33.9761,8.2081,16.18,48,40,2.06,TN,1706897060
428,hotan,37.0997,79.9269,-2.29,64,3,2.66,CN,1706897060
429,port lincoln,-34.7333,135.8667,17.76,89,0,2.47,AU,1706897061
430,zintan,31.9223,12.252,9.82,58,47,2.59,LY,1706897061
431,saryozek,44.3583,77.9753,-13.79,85,31,2.06,KZ,1706897061
432,haripur,34.0,72.9341,11.53,42,96,1.51,PK,1706897061
433,as sulayyil,20.4607,45.5779,20.14,23,0,5.22,SA,1706897062
434,gotsucho,35.0,132.2167,3.6,69,47,4.29,JP,1706897062
435,kitami,43.8031,143.8908,-13.25,92,95,1.35,JP,1706897062
436,north bend,43.4065,-124.2243,8.42,93,75,3.6,US,1706897062
437,lubango,-14.9172,13.4925,17.6,92,100,0.98,AO,1706896818
438,haeju,38.0406,125.7147,-1.44,65,100,1.98,KP,1706897063
439,sale,34.0389,-6.8166,18.13,94,0,2.06,MA,1706897063
440,narvik,68.4384,17.4272,-0.33,96,99,1.63,NO,1706897063
441,manakara,-22.1333,48.0167,23.61,87,92,4.29,MG,1706897064
442,san jeronimo,-11.9472,-75.2829,16.67,59,89,2.54,PE,1706897064
443,margate,51.3813,1.3862,9.94,88,87,4.47,GB,1706896918
444,antsiranana,-12.2787,49.2917,25.6,88,93,0.7,MG,1706897064
445,les cayes,18.2,-73.75,28.23,54,60,4.14,HT,1706897065
446,vung tau,10.346,107.0843,24.69,86,10,7.8,VN,1706897065
447,nova vicosa,-17.8919,-39.3719,28.49,70,97,3.8,BR,1706897066
448,bechar,31.6167,-2.2167,20.18,11,0,1.03,DZ,1706897066
449,wewak,-3.5534,143.6268,25.8,89,100,3.95,PG,1706897066
450,arroyo de la luz,39.4851,-6.584,11.22,78,20,1.8,ES,1706897066
451,ishim,56.1128,69.4902,-23.87,100,88,2.24,RU,1706897067
452,tralee,52.2704,-9.7026,12.14,87,100,8.23,IE,1706897067
453,kayangel,8.0823,134.7173,27.34,78,41,10.31,PW,1706897068
454,dhandhuka,22.3667,71.9833,23.84,35,11,2.61,IN,1706897068
455,kembe,4.6228,21.8865,26.22,27,8,1.45,CF,1706897068
456,lospalos,-8.5186,127.0025,23.24,97,100,1.69,TL,1706897069
457,papao,-17.75,-149.55,28.82,74,66,4.77,PF,1706897069
458,mastung,29.7994,66.845,6.81,79,100,2.64,PK,1706897069
459,abdulino,53.7,53.6667,-4.71,96,100,3.06,RU,1706897069
460,mogocha,53.7333,119.7667,-28.87,99,17,1.46,RU,1706897070
461,sungai penuh,-2.0833,101.3833,18.88,99,100,0.73,ID,1706897070
462,seminole,28.7086,-81.2081,22.83,53,0,4.63,US,1706897070
463,mukalla,14.5425,49.1242,24.12,75,4,0.38,YE,1706897070
464,quelimane,-17.8786,36.8883,26.97,78,40,4.12,MZ,1706897071
465,meadow lake,34.8014,-106.5436,9.14,58,100,8.03,US,1706897071
466,ermelo,-26.5333,29.9833,17.22,63,16,4.0,ZA,1706897071
467,sao tome,0.3365,6.7273,28.21,74,92,0.5,ST,1706897071
468,bargaal,11.2864,51.0773,24.94,72,99,1.47,SO,1706897072
469,yulinshi,38.2906,109.7494,-2.97,86,85,0.55,CN,1706897072
470,berekum,7.4534,-2.584,32.1,18,3,1.97,GH,1706897072
471,santa maria del oro,25.9333,-105.3667,18.63,31,0,12.32,MX,1706897072
472,bubaque,11.2833,-15.8333,26.1,67,0,5.9,GW,1706897073
473,talakan,50.3167,130.3667,-30.49,100,17,0.62,RU,1706897073
474,yeppoon,-23.1333,150.7333,22.88,84,1,1.89,AU,1706897073
475,nova sintra,14.8667,-24.7167,21.69,67,0,5.44,CV,1706897073
476,zaozersk,69.4005,32.4476,-15.71,92,67,3.55,RU,1706897074
477,harper,4.375,-7.7169,29.35,70,15,4.57,LR,1706897074
478,bakanas,44.8081,76.2772,-6.79,87,12,3.21,KZ,1706897074
479,grand falls-windsor,48.9332,-55.6649,0.28,87,100,0.69,CA,1706897074
480,santiago del torno,-17.9833,-63.3833,35.42,37,35,1.62,BO,1706897075
481,chicoana,-25.1009,-65.5331,32.25,45,4,0.89,AR,1706897075
482,wynyard,-41.0,145.7167,8.47,85,0,3.16,AU,1706897075
483,karratha,-20.7377,116.8463,32.79,46,100,6.48,AU,1706897075
484,lianozovo,55.8978,37.5868,-2.36,86,75,7.0,RU,1706897076
485,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,94,20,0.51,ID,1706897076
486,carauari,-4.8828,-66.8958,31.39,57,100,1.32,BR,1706897015
487,palikir - national government center,6.9248,158.1611,27.41,83,100,3.6,FM,1706897076
488,aswan,24.0934,32.907,15.61,31,0,3.09,EG,1706897076
489,kaga bandoro,6.9896,19.1874,31.46,15,38,1.16,CF,1706897077
490,manokwari,-0.8667,134.0833,25.63,85,99,1.51,ID,1706897077
491,la sarre,48.8002,-79.1996,-7.18,68,58,1.63,CA,1706897077
492,jhanjharpur,26.2667,86.2833,13.39,50,0,3.61,IN,1706897077
493,pak phanang,8.3511,100.202,25.46,81,22,1.91,TH,1706897078
494,cidade velha,14.9167,-23.6167,28.26,44,0,7.2,CV,1706897078
495,rabigh,22.7986,39.0349,20.04,39,100,7.12,SA,1706897078
496,ar ruways,24.1103,52.7306,18.32,50,70,9.07,AE,1706897079
497,almeirim,-1.5233,-52.5817,31.4,54,94,2.55,BR,1706897079
498,fonte boa,-2.4959,-66.2662,33.1,54,94,1.7,BR,1706897079
499,tchintabaraden,15.8969,5.7985,22.7,15,48,4.7,NE,1706897079
500,lagoa formosa,-18.7786,-46.4075,26.68,58,100,3.89,BR,1706896987
501,salida,37.7058,-121.0849,11.92,90,100,0.0,US,1706897080
502,taoudenni,22.6783,-3.9836,23.47,13,86,4.55,ML,1706897080
503,baley,51.6,116.6333,-30.18,98,21,1.59,RU,1706897081
504,plesetsk,62.708,40.2916,-14.87,100,87,1.26,RU,1706897081
505,armacao de buzios,-22.7469,-41.8817,31.03,86,100,3.67,BR,1706897081
506,bardai,11.65,7.2333,23.24,16,11,4.34,NG,1706897081
507,along,28.1667,94.7667,10.48,96,100,0.45,IN,1706897082
508,amasra,41.7463,32.3863,5.82,82,99,2.69,TR,1706897082
509,kenora,49.8167,-94.4337,-3.46,93,100,4.12,CA,1706897082
510,san antonio de pale,-1.4014,5.6325,28.61,73,26,3.46,GQ,1706896868
511,pailon,-17.65,-62.75,36.82,21,6,0.41,BO,1706897082
512,buka,40.8108,69.1986,1.78,52,12,0.9,UZ,1706896820
513,taksimo,56.3444,114.8794,-26.06,92,100,0.72,RU,1706897083
514,kerikeri,-35.2268,173.9474,18.69,83,52,5.46,NZ,1706897083
515,ishimbay,53.4545,56.0415,-4.85,94,97,3.12,RU,1706897083
516,coahuayana de hidalgo,18.7,-103.6583,30.46,46,0,2.8,MX,1706897084
517,tieling,42.2931,123.8414,-18.9,95,59,1.47,CN,1706897084
518,kuqa,41.7278,82.9364,-2.91,77,45,2.07,CN,1706897084
519,holualoa,19.6228,-155.9522,18.91,99,100,2.06,US,1706897084
520,shimoda,34.6667,138.95,7.88,68,100,5.39,JP,1706897085
521,miquelon,47.0975,-56.3814,1.0,86,100,4.72,PM,1706897085
522,portland,45.5234,-122.6762,11.1,79,100,3.13,US,1706896467
523,dapa,9.7594,126.0531,26.21,81,56,3.96,PH,1706897085
524,chinchilla,-26.75,150.6333,23.34,85,0,0.45,AU,1706897086
525,east porterville,36.0574,-118.9757,11.82,87,100,1.54,US,1706897086
526,nieuw amsterdam,5.8833,-55.0833,32.09,48,40,1.54,SR,1706897086
527,ryotsu-minato,38.0833,138.4333,3.12,61,98,6.28,JP,1706897086
528,wickenburg,33.9686,-112.7296,13.58,72,75,3.14,US,1706897087
529,tandil,-37.3217,-59.1332,40.03,11,71,7.38,AR,1706897087
530,sao francisco,-15.9486,-44.8644,31.69,33,51,3.14,BR,1706897076
531,jwaneng,-24.6004,24.7303,25.48,27,75,4.07,BW,1706897087
532,farsan,32.2569,50.561,-1.98,94,47,3.08,IR,1706897087
533,jinghong,21.991,100.7341,14.03,63,0,1.29,CN,1706897088
534,novovorontsovka,47.5004,33.9175,0.46,77,17,3.73,UA,1706897088
535,whangarei,-35.7317,174.3239,18.7,77,46,4.01,NZ,1706897088
536,sarmasu,46.75,24.1667,2.0,97,94,2.13,RO,1706897088
537,labytnangi,66.6572,66.4183,-15.34,98,100,2.62,RU,1706897089
538,verkhnevilyuysk,63.4453,120.3167,-29.52,96,42,2.0,RU,1706897089
539,sakakah,29.9697,40.2064,10.76,36,2,3.54,SA,1706896801
540,crane,31.3974,-102.3501,20.91,28,0,7.06,US,1706897089
541,las lajitas,-24.6833,-64.25,39.72,20,1,3.79,AR,1706897089
542,panauti,27.5814,85.5124,6.18,81,20,1.54,NP,1706897090
543,foz do iguacu,-25.5478,-54.5881,36.51,38,75,4.63,BR,1706896800
544,bengkulu,-3.8004,102.2655,24.69,90,98,1.48,ID,1706897090
545,villa gesell,-37.2639,-56.973,36.14,36,80,9.2,AR,1706897091
546,el idrissia,34.4454,2.5275,9.93,46,0,4.55,DZ,1706897091
547,salinopolis,-0.6136,-47.3561,28.04,78,86,2.3,BR,1706897091
548,kununurra,-15.7667,128.7333,28.99,89,98,2.57,AU,1706897091
549,peddapuram,17.0833,82.1333,24.05,87,98,1.5,IN,1706897091
550,joshimath,30.5667,79.5667,1.1,37,21,3.01,IN,1706897092
551,yelan'-koleno,51.1523,41.2306,-2.93,89,95,6.81,RU,1706897092
552,massena,44.9281,-74.8919,1.14,93,100,2.06,US,1706897092
553,guerrero negro,27.9769,-114.0611,18.25,55,0,6.7,MX,1706897092
554,kourou,5.1552,-52.6478,31.03,54,67,3.0,GF,1706897093
555,chita,52.0333,113.55,-32.8,67,33,0.0,RU,1706897093
556,moapa valley,36.5805,-114.4703,11.42,66,97,2.35,US,1706896810
557,acarau,-2.8856,-40.12,31.67,57,92,7.55,BR,1706896830
558,waingapu,-9.6567,120.2641,26.25,83,54,2.76,ID,1706897093
559,kapoeta,4.7717,33.5903,32.5,24,74,5.22,SS,1706897094
560,kupang,-10.1667,123.5833,27.32,100,75,1.03,ID,1706897094
561,oblivskaya,48.5362,42.5014,0.44,91,100,5.92,RU,1706897094
562,nyrob,60.733,56.7202,-12.79,96,85,2.86,RU,1706897094
563,the pas,53.8251,-101.2541,-0.99,93,0,6.17,CA,1706897095
564,kidal,18.4411,1.4078,22.4,10,100,4.32,ML,1706897095
565,mangrol,21.1167,70.1167,22.83,73,6,2.76,IN,1706897095
566,megion,61.0296,76.1136,-17.77,100,68,2.96,RU,1706897095
